OID_,LAT,LON
2198,31.626159269999999,-120.580926169999998
2199,31.638908199999999,-120.524067650000006
2200,31.651627959999999,-120.467191159999999
2201,31.664318540000000,-120.410296750000001
2202,31.676979920000001,-120.353384430000006
2203,31.689612100000002,-120.296454249999996
2204,31.702215060000000,-120.239506230000003
2205,31.714788800000001,-120.182540410000001
2206,31.727333290000001,-120.125556820000000
2207,31.739848540000001,-120.068555500000002
2208,31.752334529999999,-120.011536469999996
2209,31.764791240000001,-119.954499769999998
2210,31.777218680000001,-119.897445430000005
2211,31.789616809999998,-119.840373490000005
2212,31.801985649999999,-119.783283979999993
2213,31.814325170000000,-119.726176920000000
2214,31.826635360000001,-119.669052370000003
2215,31.838916220000002,-119.611910339999994
2216,31.851167719999999,-119.554750870000007
2217,31.863389869999999,-119.497573990000006
2218,31.875582649999998,-119.440379739999997
2219,31.887746050000001,-119.383168159999997
2220,31.899880050000000,-119.325939270000006
2221,31.911984650000001,-119.268693110000001
2222,31.924059840000002,-119.211429710000004
2223,31.936105609999998,-119.154149099999998
2224,31.948121940000000,-119.096851330000007
2225,31.960108819999999,-119.039536420000005
2226,31.972066250000001,-118.982204409999994
2227,31.983994209999999,-118.924855330000000
2228,31.995892690000002,-118.867489219999996
2229,32.007761680000002,-118.810106099999999
2230,32.019601180000002,-118.752706029999999
2231,32.031411159999998,-118.695289020000004
2232,32.043191620000002,-118.637855110000004
2233,32.054942550000000,-118.580404349999995
2234,32.066663939999998,-118.522936750000000
2235,32.078355770000002,-118.465452369999994
2236,32.090018039999997,-118.407951220000001
2237,32.101650739999997,-118.350433359999997
2238,32.113253850000000,-118.292898800000003
2239,32.124827369999998,-118.235347590000003
2240,32.136371279999999,-118.177779770000001
2241,32.147885570000000,-118.120195359999997
2242,32.159370240000001,-118.062594399999995
2243,32.170825260000001,-118.004976929999998
2244,32.182250650000000,-117.947342980000002
2245,32.193646370000003,-117.889692589999996
2246,32.205012420000003,-117.832025790000003
2247,32.216348789999998,-117.774342619999999
2248,32.227655480000003,-117.716643120000001
2249,32.238932460000001,-117.658927309999996
2250,32.250179729999999,-117.601195239999996
2251,32.261397279999997,-117.543446950000003
2252,32.272585100000001,-117.485682460000007
2253,32.283743180000002,-117.427901809999994
2254,32.294871499999999,-117.370105039999999
2255,32.305970060000000,-117.312292180000000
2256,32.317038850000003,-117.254463279999996
2257,32.328077860000000,-117.196618369999996
2258,32.339087069999998,-117.138757470000002
2280,31.558286010000000,-121.107173160000002
2281,31.571303579999999,-121.050446379999997
2282,31.584292059999999,-120.993701310000006
2283,31.597251450000002,-120.936937990000004
2284,31.610181730000001,-120.880156459999995
2285,31.623082900000000,-120.823356730000000
2286,31.635954940000001,-120.766538850000003
2287,31.648797850000001,-120.709702849999999
2288,31.661611610000001,-120.652848750000004
2289,31.674396200000000,-120.595976600000000
2290,31.687151620000002,-120.539086420000004
2291,31.699877870000002,-120.482178239999996
2292,31.712574910000001,-120.425252099999994
2293,31.725242760000000,-120.368308029999994
2294,31.737881380000001,-120.311346060000005
2295,31.750490780000000,-120.254366230000002
2296,31.763070939999999,-120.197368560000001
2297,31.775621850000000,-120.140353090000005
2298,31.788143510000001,-120.083319860000003
2299,31.800635889999999,-120.026268889999997
2300,31.813098979999999,-119.969200220000005
2301,31.825532790000000,-119.912113880000007
2302,31.837937289999999,-119.855009899999999
2303,31.850312469999999,-119.797888319999998
2304,31.862658329999999,-119.740749170000001
2305,31.874974850000001,-119.683592489999995
2306,31.887262020000001,-119.626418299999997
2307,31.899519829999999,-119.569226639999997
2308,31.911748270000000,-119.512017549999996
2309,31.923947330000001,-119.454791049999997
2310,31.936116999999999,-119.397547180000004
2311,31.948257259999998,-119.340285980000004
2312,31.960368119999998,-119.283007479999995
2313,31.972449540000000,-119.225711700000005
2314,31.984501529999999,-119.168398699999997
2315,31.996524070000000,-119.111068489999994
2316,32.008517159999997,-119.053721109999998
2317,32.020480780000000,-118.996356610000007
2318,32.032414920000001,-118.938974999999999
2319,32.044319569999999,-118.881576339999995
2320,32.056194710000000,-118.824160640000002
2321,32.068040349999997,-118.766727950000003
2322,32.079856470000003,-118.709278290000000
2323,32.091643050000002,-118.651811710000004
2324,32.103400090000001,-118.594328239999996
2325,32.115127569999999,-118.536827910000000
2326,32.126825490000002,-118.479310760000004
2327,32.138493840000002,-118.421776820000005
2328,32.150132599999999,-118.364226130000006
2329,32.161741759999998,-118.306658720000001
2330,32.173321309999999,-118.249074620000002
2331,32.184871250000000,-118.191473880000004
