OID_,OID1,OID1_1,Grid,ORIG_FID,LAT,LON
1463,,,IT175,1463,23.632921289999999,-82.314271869999999
2776,,,IP200,2776,23.633899010000000,-79.602623760000000
2120,,,IR188,2120,23.634568850000001,-80.905573799999999
474,,,IW152,474,23.635848370000001,-84.798534250000003
2448,,,IQ194,2448,23.636360939999999,-80.254096369999999
804,,,IV160,804,23.637446409999999,-83.935033939999997
1791,,,IS181,1791,23.643911530000000,-81.662872669999999
1133,,,IU167,1133,23.645350409999999,-83.177698950000007
1462,,,IT174,1462,23.647505540000001,-82.420279789999995
473,,,IW151,473,23.647788269999999,-84.904908090000006
803,,,IV159,803,23.650306340000000,-84.041291889999997
2119,,,IR187,2119,23.650648090000001,-81.011345879999993
2775,,,IP199,2775,23.651358020000000,-79.708154440000001
2447,,,IQ193,2447,23.653130330000000,-80.359752709999995
1132,,,IU166,1132,23.659016050000002,-83.283855660000000
1790,,,IS180,1790,23.659186940000001,-81.768786399999996
472,,,IW150,472,23.659614240000000,-85.011309870000005
1461,,,IT173,1461,23.661976379999999,-82.526321740000000
802,,,IV158,802,23.663052510000000,-84.147579910000005
3102,,,IO204,3102,23.663366799999999,-79.162049569999994
2118,,,IR186,2118,23.666614270000000,-81.117155409999995
2774,,,IP198,2774,23.668704300000002,-79.813725710000000
2446,,,IQ192,2446,23.669786819999999,-80.465448089999995
471,,,IW149,471,23.671326250000000,-85.117739330000006
1131,,,IU165,1131,23.672568089999999,-83.390044300000000
1789,,,IS179,1789,23.674349079999999,-81.874735749999999
801,,,IV157,801,23.675684879999999,-84.253897739999999
1460,,,IT172,1460,23.676333769999999,-82.632397490000002
3101,,,IO203,3101,23.681289700000001,-79.267528740000003
2117,,,IR185,2117,23.682467339999999,-81.223002170000001
470,,,IW148,470,23.682924270000001,-85.224196210000002
2773,,,IP197,2773,23.685937809999999,-79.919337339999998
1130,,,IU164,1130,23.686006480000000,-83.496264629999999
2445,,,IQ191,2445,23.686330370000000,-80.571182260000000
800,,,IV156,800,23.688203430000002,-84.360245140000004
1788,,,IS178,1788,23.689397920000001,-81.980720500000004
1459,,,IT171,1459,23.690577690000001,-82.738506770000001
469,,,IW147,469,23.694408270000000,-85.330680259999994
2116,,,IR184,2116,23.698207260000000,-81.328885900000003
3100,,,IO202,3100,23.699099980000000,-79.373049589999994
1129,,,IU163,1129,23.699331189999999,-83.602516390000005
799,,,IV155,799,23.700608129999999,-84.466621840000002
2444,,,IQ190,2444,23.702760940000001,-80.676954980000005
2772,,,IP196,2772,23.703058519999999,-80.024989090000005
1787,,,IS177,1787,23.704333429999998,-82.086740379999995
1458,,,IT170,1458,23.704708090000000,-82.844649349999997
468,,,IW146,468,23.705778230000000,-85.437191220000003
1128,,,IU162,1128,23.712542200000001,-83.708799330000005
798,,,IV154,798,23.712898930000001,-84.573027600000003
2115,,,IR183,2115,23.713833999999999,-81.434806359999996
3099,,,IO201,3099,23.716797600000000,-79.478611869999995
1457,,,IT169,1457,23.718724940000001,-82.950824969999999
2443,,,IQ189,2443,23.719078480000000,-80.782766010000003
1786,,,IS176,1786,23.719155560000001,-82.192795160000003
2771,,,IP195,2771,23.720066379999999,-80.130680709999993
797,,,IV153,797,23.725075820000001,-84.679462150000006
1127,,,IU161,1127,23.725639460000000,-83.815113199999999
2114,,,IR182,2114,23.729347510000000,-81.540763299999995
1456,,,IT168,1456,23.732628210000001,-83.057033379999993
1785,,,IS175,1785,23.733864279999999,-82.298884580000006
3098,,,IO200,3098,23.734382499999999,-79.584215349999994
2442,,,IQ188,2442,23.735282959999999,-80.888615110000003
2770,,,IP194,2770,23.736961340000001,-80.236411980000000
796,,,IV152,796,23.737138750000000,-84.785925239999997
1126,,,IU160,1126,23.738622939999999,-83.921457739999994
2113,,,IR181,2113,23.744747759999999,-81.646756490000001
1455,,,IT167,1455,23.746417860000001,-83.163274340000001
1784,,,IS174,1784,23.748459550000000,-82.405008409999994
795,,,IV151,795,23.749087710000001,-84.892416630000000
2441,,,IQ187,2441,23.751374330000001,-80.994502040000000
1125,,,IU159,1125,23.751492620000000,-84.027832709999998
3097,,,IO199,3097,23.751854640000001,-79.689859799999994
2769,,,IP193,2769,23.753743369999999,-80.342182649999998
2112,,,IR180,2112,23.760034709999999,-81.752785669999994
1454,,,IT166,1454,23.760093850000001,-83.269547590000002
794,,,IV150,794,23.760922650000001,-84.998936040000004
1783,,,IS173,1783,23.762941340000001,-82.511166380000006
1124,,,IU158,1124,23.764248450000000,-84.134237850000005
2440,,,IQ186,2440,23.767352559999999,-81.100426540000001
3096,,,IO198,3096,23.769213990000001,-79.795544980000003
2768,,,IP192,2768,23.770412430000000,-80.447992479999996
793,,,IV149,793,23.772643559999999,-85.105483219999996
1453,,,IT165,1453,23.773656160000002,-83.375852879999997
2111,,,IR179,2111,23.775208320000001,-81.858850599999997
1123,,,IU157,1123,23.776890420000001,-84.240672900000007
1782,,,IS172,1782,23.777309599999999,-82.617358260000003
3423,,,IN203,3423,23.781693789999999,-79.248738160000002
2439,,,IQ185,2439,23.783217610000001,-81.206388390000001
792,,,IV148,792,23.784250400000001,-85.212057930000000
3095,,,IO197,3095,23.786460510000001,-79.901270640000007
2767,,,IP191,2767,23.786968460000001,-80.553841230000003
1452,,,IT164,1452,23.787104740000000,-83.482189959999999
1122,,,IU156,1122,23.789418470000001,-84.347137610000004
2110,,,IR178,2110,23.790268550000000,-81.964951040000003
1781,,,IS171,1781,23.791564309999998,-82.723583779999998
791,,,IV147,791,23.795743139999999,-85.318659890000006
2438,,,IQ184,2438,23.798969440000000,-81.312387340000001
3422,,,IN202,3422,23.799517489999999,-79.354372609999999
1451,,,IT163,1451,23.800439570000002,-83.588558579999997
1121,,,IU155,1121,23.801832590000000,-84.453631729999998
2766,,,IP190,2766,23.803411440000001,-80.659728670000007
3094,,,IO196,3094,23.803594130000000,-80.007036560000003
2109,,,IR177,2109,23.805215369999999,-82.071086730000005
1780,,,IS170,1780,23.805705430000000,-82.829842720000002
790,,,IV146,790,23.807121750000000,-85.425288850000001
1450,,,IT162,1450,23.813660609999999,-83.694958479999997
1120,,,IU154,1120,23.814132740000002,-84.560154990000001
2437,,,IQ183,2437,23.814608010000001,-81.418423140000002
3421,,,IN201,3421,23.817228459999999,-79.460048619999995
